file F0semitoneFrom27.5Hz_sma3nz_amean F0semitoneFrom27.5Hz_sma3nz_stddevNorm F0semitoneFrom27.5Hz_sma3nz_percentile20.0 F0semitoneFrom27.5Hz_sma3nz_percentile50.0 F0semitoneFrom27.5Hz_sma3nz_percentile80.0 F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope loudness_sma3_amean loudness_sma3_stddevNorm loudness_sma3_percentile20.0 loudness_sma3_percentile50.0 loudness_sma3_percentile80.0 loudness_sma3_pctlrange0-2 loudness_sma3_meanRisingSlope loudness_sma3_stddevRisingSlope loudness_sma3_meanFallingSlope loudness_sma3_stddevFallingSlope spectralFlux_sma3_amean spectralFlux_sma3_stddevNorm mfcc1_sma3_amean mfcc1_sma3_stddevNorm mfcc2_sma3_amean mfcc2_sma3_stddevNorm mfcc3_sma3_amean mfcc3_sma3_stddevNorm mfcc4_sma3_amean mfcc4_sma3_stddevNorm jitterLocal_sma3nz_amean jitterLocal_sma3nz_stddevNorm shimmerLocaldB_sma3nz_amean shimmerLocaldB_sma3nz_stddevNorm HNRdBACF_sma3nz_amean HNRdBACF_sma3nz_stddevNorm logRelF0-H1-H2_sma3nz_amean logRelF0-H1-H2_sma3nz_stddevNorm logRelF0-H1-A3_sma3nz_amean logRelF0-H1-A3_sma3nz_stddevNorm F1frequency_sma3nz_amean F1frequency_sma3nz_stddevNorm F1bandwidth_sma3nz_amean F1bandwidth_sma3nz_stddevNorm F1amplitudeLogRelF0_sma3nz_amean F1amplitudeLogRelF0_sma3nz_stddevNorm F2frequency_sma3nz_amean F2frequency_sma3nz_stddevNorm F2bandwidth_sma3nz_amean F2bandwidth_sma3nz_stddevNorm F2amplitudeLogRelF0_sma3nz_amean F2amplitudeLogRelF0_sma3nz_stddevNorm F3frequency_sma3nz_amean F3frequency_sma3nz_stddevNorm F3bandwidth_sma3nz_amean F3bandwidth_sma3nz_stddevNorm F3amplitudeLogRelF0_sma3nz_amean F3amplitudeLogRelF0_sma3nz_stddevNorm alphaRatioV_sma3nz_amean alphaRatioV_sma3nz_stddevNorm hammarbergIndexV_sma3nz_amean hammarbergIndexV_sma3nz_stddevNorm slopeV0-500_sma3nz_amean slopeV0-500_sma3nz_stddevNorm slopeV500-1500_sma3nz_amean slopeV500-1500_sma3nz_stddevNorm spectralFluxV_sma3nz_amean spectralFluxV_sma3nz_stddevNorm mfcc1V_sma3nz_amean mfcc1V_sma3nz_stddevNorm mfcc2V_sma3nz_amean mfcc2V_sma3nz_stddevNorm mfcc3V_sma3nz_amean mfcc3V_sma3nz_stddevNorm mfcc4V_sma3nz_amean mfcc4V_sma3nz_stddevNorm alphaRatioUV_sma3nz_amean hammarbergIndexUV_sma3nz_amean slopeUV0-500_sma3nz_amean slopeUV500-1500_sma3nz_amean spectralFluxUV_sma3nz_amean loudnessPeaksPerSec VoicedSegmentsPerSec MeanVoicedSegmentLengthSec StddevVoicedSegmentLengthSec MeanUnvoicedSegmentLength StddevUnvoicedSegmentLength equivalentSoundLevel_dBp
06_CF44_2 3.316906e+01 1.463810e-01 3.019033e+01 3.248326e+01 3.586314e+01 5.672808e+00 2.040987e+02 4.411416e+02 8.891470e+01 1.625798e+02 7.540579e-01 6.567880e-01 3.571373e-01 6.297127e-01 1.073869e+00 7.167315e-01 1.167205e+01 7.639916e+00 9.134822e+00 6.113710e+00 4.554647e-01 9.161132e-01 1.875411e+01 7.370492e-01 8.857589e+00 1.242490e+00 5.051329e+00 2.858718e+00 -6.982776e+00 -2.197831e+00 2.226438e-02 2.093092e+00 1.038850e+00 7.342452e-01 7.293399e+00 5.296534e-01 5.055236e-01 1.781911e+01 1.938861e+01 5.376664e-01 5.260234e+02 3.029993e-01 1.271487e+03 1.895648e-01 -6.518369e+01 -1.340189e+00 1.597196e+03 1.811076e-01 1.038579e+03 5.097554e-01 -7.148077e+01 -1.108779e+00 2.622719e+03 1.032132e-01 9.496454e+02 5.554408e-01 -7.375780e+01 -1.047527e+00 -1.494704e+01 -4.626579e-01 2.436246e+01 3.684089e-01 -9.762664e-03 -4.061985e+00 -2.823078e-02 -4.662436e-01 5.222162e-01 8.333741e-01 2.430980e+01 4.269444e-01 8.926206e+00 1.330501e+00 5.612387e+00 2.854424e+00 -1.151099e+01 -1.338074e+00 -1.169971e+01 2.197372e+01 -5.713982e-02 -8.162575e-03 2.897307e-01 3.435877e+00 2.178040e+00 3.175459e-01 2.919794e-01 1.350643e-01 1.946846e-01 -2.848947e+01
06_PM64_2 2.376677e+01 1.945957e-01 2.102225e+01 2.488459e+01 2.707174e+01 6.049488e+00 2.158677e+02 2.562946e+02 9.394804e+01 1.160456e+02 4.593357e-01 6.474205e-01 1.876144e-01 3.888982e-01 6.844851e-01 4.968707e-01 5.760020e+00 3.692013e+00 3.447192e+00 2.458994e+00 3.476338e-01 7.514575e-01 2.411778e+01 4.946446e-01 1.566147e+01 5.339197e-01 1.779305e+01 6.310171e-01 8.515759e+00 1.160428e+00 5.704350e-02 1.900914e+00 1.183742e+00 7.257041e-01 3.622153e+00 1.167717e+00 3.177761e+00 3.839067e+00 2.651453e+01 3.715118e-01 4.504348e+02 3.403865e-01 1.214560e+03 1.661005e-01 -6.870914e+01 -1.239828e+00 1.520275e+03 1.453511e-01 9.350824e+02 3.701272e-01 -8.081034e+01 -9.488095e-01 2.554193e+03 9.490741e-02 9.110788e+02 4.284784e-01 -8.412874e+01 -8.851130e-01 -2.181868e+01 -2.591050e-01 3.102198e+01 2.150661e-01 -3.010638e-02 -1.053196e+00 -1.992319e-02 -5.705773e-01 4.291088e-01 6.091831e-01 2.986684e+01 2.876325e-01 1.732722e+01 5.121191e-01 2.102864e+01 5.371552e-01 8.036962e+00 1.373597e+00 -1.808715e+01 2.953906e+01 -6.660925e-02 -6.262054e-03 1.528596e-01 2.085284e+00 1.391490e+00 4.990255e-01 5.982678e-01 2.591768e-01 4.133095e-01 -2.995012e+01
07_CF50_2 3.190611e+01 1.812885e-01 2.844472e+01 3.142915e+01 3.553583e+01 7.091105e+00 3.102176e+02 5.396891e+02 8.491944e+01 1.140370e+02 8.928017e-01 9.381663e-01 3.090938e-01 6.516092e-01 1.292662e+00 9.835681e-01 2.258637e+01 2.688906e+01 1.421867e+01 1.587757e+01 7.977937e-01 1.998370e+00 1.654939e+01 8.325489e-01 1.369382e+01 8.914181e-01 4.209749e-01 3.742556e+01 -1.412731e+00 -8.889299e+00 3.170582e-02 2.106369e+00 1.064758e+00 7.809971e-01 6.256002e+00 7.086664e-01 4.805500e+00 2.428043e+00 2.407173e+01 5.261426e-01 4.989560e+02 3.414777e-01 1.261712e+03 1.884963e-01 -8.243295e+01 -1.127694e+00 1.519003e+03 1.836394e-01 1.041499e+03 3.924785e-01 -8.585694e+01 -9.841232e-01 2.539217e+03 1.134803e-01 9.055024e+02 4.932997e-01 -8.947202e+01 -9.093483e-01 -1.650423e+01 -4.787640e-01 2.572442e+01 3.459888e-01 -5.122313e-03 -8.741445e+00 -2.692312e-02 -5.149646e-01 9.296761e-01 1.605126e+00 2.314624e+01 4.777553e-01 1.555092e+01 8.293104e-01 -1.370714e+00 -1.329783e+01 -5.401199e+00 -2.366568e+00 -1.245653e+01 2.233962e+01 -5.461765e-02 -7.996917e-03 5.690456e-01 1.201830e+00 2.209676e+00 2.776652e-01 2.536426e-01 1.740898e-01 2.511325e-01 -2.218748e+01
07_PM39_4 2.303661e+01 1.590642e-01 2.056553e+01 2.244756e+01 2.522350e+01 4.657969e+00 1.976497e+02 3.748363e+02 9.060912e+01 2.717366e+02 4.064002e-01 5.233490e-01 2.202396e-01 3.630797e-01 5.747966e-01 3.545570e-01 5.321595e+00 3.005816e+00 3.853090e+00 2.606976e+00 1.503478e-01 7.333225e-01 2.403353e+01 5.234442e-01 2.678309e+00 3.382711e+00 9.961810e+00 1.567008e+00 5.104615e+00 2.562873e+00 2.720602e-02 1.848751e+00 1.253942e+00 7.263002e-01 2.888922e+00 1.115514e+00 6.788483e+00 1.216742e+00 1.972418e+01 4.361005e-01 4.738215e+02 4.077993e-01 1.214843e+03 1.788945e-01 -5.626207e+01 -1.483654e+00 1.472580e+03 1.787876e-01 8.382935e+02 3.489283e-01 -6.375481e+01 -1.219917e+00 2.467993e+03 1.153254e-01 7.699055e+02 3.158148e-01 -6.608099e+01 -1.154112e+00 -1.256211e+01 -4.682468e-01 2.029100e+01 3.285695e-01 5.706497e-03 5.191786e+00 -1.654052e-02 -8.605638e-01 1.760195e-01 6.396723e-01 2.900279e+01 3.192999e-01 3.517210e+00 2.604476e+00 1.211336e+01 1.360229e+00 5.606483e+00 2.572455e+00 -6.941595e+00 1.616862e+01 -1.441599e-02 -3.318832e-03 7.719372e-02 3.361725e+00 2.004579e+00 3.592165e-01 3.491370e-01 1.332984e-01 1.758991e-01 -3.778590e+01
08_CF42_2 3.163466e+01 1.457342e-01 2.999326e+01 3.162843e+01 3.399552e+01 4.002260e+00 2.397414e+02 3.466606e+02 9.437658e+01 2.205436e+02 5.286590e-01 4.926222e-01 3.071972e-01 4.780028e-01 7.178146e-01 4.106174e-01 6.950180e+00 4.563274e+00 5.396997e+00 4.026146e+00 2.677111e-01 1.044326e+00 1.917483e+01 6.623060e-01 1.213293e+01 8.711091e-01 1.616941e+00 7.420463e+00 -2.662156e+00 -4.029358e+00 3.026787e-02 2.242982e+00 9.390198e-01 8.455800e-01 6.971565e+00 5.590927e-01 3.754795e+00 2.425661e+00 2.624837e+01 3.615750e-01 5.556064e+02 2.835471e-01 1.300453e+03 1.639879e-01 -6.781432e+01 -1.324363e+00 1.607733e+03 1.708323e-01 1.079249e+03 4.072290e-01 -7.690021e+01 -1.058514e+00 2.666564e+03 1.073614e-01 9.241910e+02 4.604176e-01 -8.111266e+01 -9.650263e-01 -1.689380e+01 -3.879295e-01 2.703817e+01 2.752890e-01 1.223511e-03 2.703041e+01 -3.279201e-02 -4.285246e-01 3.009792e-01 7.312688e-01 2.579660e+01 3.086753e-01 1.333934e+01 8.147843e-01 5.538831e-02 2.444673e+02 -6.299509e+00 -1.636199e+00 -1.154717e+01 2.171160e+01 -5.621777e-02 -9.339057e-03 1.957845e-01 3.061856e+00 2.129195e+00 3.112833e-01 2.970143e-01 1.486405e-01 1.980288e-01 -3.285968e+01
08_PF37_2 3.221706e+01 1.657021e-01 3.237357e+01 3.373486e+01 3.529863e+01 2.925060e+00 2.034660e+02 2.647757e+02 9.641252e+01 1.378307e+02 4.204546e-01 6.343881e-01 1.532533e-01 3.800316e-01 6.292485e-01 4.759952e-01 5.803871e+00 3.382087e+00 4.254378e+00 3.027699e+00 1.585958e-01 8.683249e-01 2.009764e+01 7.157901e-01 1.144221e+01 8.358826e-01 6.137651e+00 2.163977e+00 3.384361e+00 2.969434e+00 3.444364e-02 2.111027e+00 9.476851e-01 8.932257e-01 8.250272e+00 5.735580e-01 6.734397e+00 1.492554e+00 2.646135e+01 3.715530e-01 5.773741e+02 3.527481e-01 1.323410e+03 1.733644e-01 -7.941315e+01 -1.130847e+00 1.613966e+03 1.732322e-01 9.689369e+02 4.175988e-01 -8.416041e+01 -9.631515e-01 2.689411e+03 1.146121e-01 8.682421e+02 4.510799e-01 -8.875621e+01 -8.751339e-01 -1.836463e+01 -3.467724e-01 2.889394e+01 2.803149e-01 1.938519e-02 1.740636e+00 -2.353683e-02 -5.524786e-01 2.075769e-01 6.642441e-01 2.846910e+01 3.214296e-01 1.422925e+01 6.859092e-01 6.494635e+00 2.424605e+00 8.762912e-01 1.227464e+01 -7.788168e+00 1.787807e+01 -3.773562e-02 4.566621e-04 6.183125e-02 2.776119e+00 1.321586e+00 4.929378e-01 4.874299e-01 2.676875e-01 7.504209e-01 -3.415896e+01
09_CF56_3 3.215396e+01 1.037792e-01 3.030812e+01 3.201755e+01 3.424294e+01 3.934820e+00 1.626078e+02 2.727892e+02 6.221058e+01 1.135357e+02 6.220769e-01 6.168045e-01 2.991911e-01 5.315138e-01 9.057853e-01 6.065943e-01 8.528240e+00 5.363248e+00 6.085289e+00 4.474841e+00 3.007043e-01 8.572704e-01 2.620196e+01 5.441753e-01 1.015984e+01 1.547458e+00 -3.893147e+00 -3.640409e+00 -1.032783e+01 -1.371205e+00 1.961340e-02 2.279618e+00 8.923488e-01 8.845873e-01 7.879664e+00 4.912308e-01 2.624267e+00 3.334295e+00 2.803187e+01 3.714125e-01 5.309390e+02 2.962900e-01 1.331915e+03 1.648609e-01 -4.417681e+01 -1.791571e+00 1.533569e+03 1.869784e-01 1.062974e+03 3.404128e-01 -5.337624e+01 -1.353565e+00 2.656759e+03 1.105685e-01 8.718295e+02 4.900551e-01 -6.167399e+01 -1.095844e+00 -1.731081e+01 -4.591960e-01 2.903631e+01 2.643455e-01 1.406228e-02 2.505727e+00 -3.141063e-02 -5.311605e-01 3.376201e-01 7.949742e-01 3.101611e+01 3.343450e-01 9.943544e+00 1.632498e+00 -4.949811e+00 -2.989940e+00 -1.366121e+01 -9.675667e-01 -1.250786e+01 2.324005e+01 -3.996453e-02 -9.923316e-03 1.567379e-01 2.963262e+00 1.687934e+00 4.625598e-01 4.505837e-01 1.199211e-01 1.245382e-01 -3.085117e+01
09_PM60_2 2.232415e+01 1.520505e-01 2.013351e+01 2.229852e+01 2.489036e+01 4.756844e+00 1.450507e+02 1.856279e+02 7.916007e+01 1.168923e+02 5.737109e-01 6.723726e-01 2.365665e-01 4.742798e-01 8.457072e-01 6.091408e-01 8.416512e+00 5.329481e+00 4.894291e+00 3.483911e+00 3.251445e-01 7.945371e-01 2.329270e+01 4.745926e-01 1.067765e+01 8.853365e-01 1.449962e+01 9.228859e-01 -5.007311e+00 -2.750844e+00 4.376311e-02 1.712079e+00 1.238119e+00 7.069852e-01 2.196103e+00 1.581100e+00 2.801697e+00 3.705981e+00 2.192573e+01 4.235110e-01 4.292920e+02 2.534783e-01 1.151362e+03 1.576034e-01 -6.051633e+01 -1.391441e+00 1.438372e+03 1.427248e-01 8.787827e+02 3.467944e-01 -7.161423e+01 -1.079262e+00 2.544788e+03 7.366732e-02 6.678372e+02 5.153956e-01 -7.480561e+01 -1.004678e+00 -1.676900e+01 -3.370641e-01 2.476724e+01 2.683463e-01 -1.110336e-02 -2.868814e+00 -2.460495e-02 -4.960694e-01 3.947410e-01 6.704670e-01 2.820241e+01 2.831962e-01 1.112032e+01 9.370040e-01 1.670152e+01 8.519382e-01 -8.411353e+00 -1.641098e+00 -1.432818e+01 2.473546e+01 -4.702473e-02 -7.815757e-03 1.438471e-01 2.419123e+00 1.816840e+00 3.888488e-01 4.542828e-01 1.622715e-01 2.610147e-01 -3.109338e+01
10_CF51_2 3.115138e+01 1.537360e-01 2.781203e+01 3.043698e+01 3.439159e+01 6.579559e+00 2.810269e+02 4.179505e+02 6.204167e+01 9.841927e+01 7.841227e-01 7.375983e-01 2.776729e-01 6.641205e-01 1.152372e+00 8.746994e-01 1.212772e+01 8.808475e+00 7.990309e+00 6.671078e+00 5.281233e-01 9.976746e-01 1.644662e+01 8.287360e-01 1.075547e+01 9.933831e-01 4.754401e+00 2.603874e+00 -2.458882e-01 -5.837861e+01 2.261550e-02 2.250365e+00 9.509343e-01 8.252515e-01 6.828594e+00 5.861349e-01 3.510780e+00 2.164693e+00 2.171729e+01 4.397586e-01 5.127485e+02 3.030307e-01 1.224658e+03 1.965807e-01 -8.866858e+01 -1.041721e+00 1.548681e+03 1.785105e-01 9.880010e+02 4.078259e-01 -9.285283e+01 -9.228759e-01 2.612139e+03 1.050847e-01 8.494333e+02 4.951722e-01 -9.623292e+01 -8.591571e-01 -1.561339e+01 -4.612025e-01 2.501044e+01 3.231994e-01 -2.049755e-02 -1.952369e+00 -2.696457e-02 -5.724171e-01 6.356550e-01 9.002683e-01 2.410019e+01 4.246012e-01 1.206771e+01 9.874392e-01 4.645937e+00 3.091160e+00 -6.895107e+00 -2.020986e+00 -1.548286e+01 2.683395e+01 -8.039931e-02 -4.258120e-03 3.667994e-01 2.246190e+00 1.862101e+00 3.123929e-01 3.560892e-01 2.188378e-01 3.070777e-01 -2.692987e+01
10_PF51_1 2.888422e+01 1.725646e-01 2.787731e+01 3.019856e+01 3.182070e+01 3.943388e+00 2.139878e+02 2.454319e+02 1.164771e+02 1.786895e+02 6.086606e-01 6.023131e-01 2.842627e-01 5.318547e-01 8.649642e-01 5.807015e-01 7.801225e+00 5.050299e+00 5.435284e+00 4.126957e+00 4.297233e-01 9.547110e-01 2.619331e+01 4.343110e-01 5.958786e+00 1.631343e+00 -3.843616e+00 -3.184182e+00 6.254062e+00 1.636249e+00 4.191647e-02 2.293474e+00 1.223861e+00 7.667592e-01 4.735752e+00 9.396120e-01 2.379978e+00 4.895813e+00 2.493045e+01 4.803510e-01 4.837965e+02 2.854947e-01 1.363544e+03 1.546392e-01 -7.107862e+01 -1.308574e+00 1.470802e+03 1.269977e-01 1.141269e+03 2.712030e-01 -7.805267e+01 -1.108345e+00 2.464335e+03 1.004817e-01 1.088213e+03 3.513304e-01 -8.445218e+01 -9.694345e-01 -1.522727e+01 -4.000072e-01 2.822679e+01 2.520767e-01 -4.567265e-03 -7.018257e+00 -2.105357e-02 -5.589291e-01 4.865447e-01 7.600441e-01 3.218302e+01 2.410921e-01 6.197187e+00 1.739736e+00 -5.886311e+00 -2.320480e+00 4.465733e+00 2.402750e+00 -1.552033e+01 2.813397e+01 -5.601700e-02 -5.314999e-03 3.222578e-01 2.326308e+00 1.972931e+00 3.222164e-01 3.804875e-01 1.914551e-01 3.123445e-01 -3.037752e+01
11_CF44_2 3.009248e+01 1.888584e-01 2.800352e+01 3.152201e+01 3.340442e+01 5.400890e+00 2.593950e+02 3.664342e+02 1.145493e+02 1.928593e+02 6.866881e-01 6.327169e-01 3.141455e-01 5.834420e-01 9.889969e-01 6.748513e-01 9.474785e+00 6.205814e+00 6.255949e+00 4.686216e+00 3.485388e-01 7.389550e-01 1.754117e+01 6.481587e-01 8.277947e+00 1.343590e+00 7.216291e-01 1.619906e+01 -6.600481e+00 -1.947541e+00 4.369741e-02 2.213639e+00 1.145468e+00 8.630372e-01 4.959779e+00 9.979593e-01 1.798863e+00 5.234877e+00 2.056652e+01 5.667868e-01 4.966561e+02 2.977874e-01 1.242224e+03 1.890504e-01 -7.448302e+01 -1.253803e+00 1.536406e+03 1.799124e-01 9.999152e+02 4.379461e-01 -7.962227e+01 -1.088647e+00 2.576794e+03 1.047945e-01 9.113358e+02 5.335562e-01 -8.318761e+01 -1.008377e+00 -1.325877e+01 -5.049024e-01 2.218312e+01 3.528881e-01 6.768748e-03 4.621554e+00 -2.708015e-02 -5.453456e-01 4.114620e-01 6.607699e-01 2.309859e+01 3.614882e-01 8.001092e+00 1.581345e+00 -5.254723e-01 -2.492926e+01 -1.204744e+01 -9.792288e-01 -1.288494e+01 2.294627e+01 -5.096600e-02 -9.906885e-03 2.336869e-01 2.438074e+00 2.123135e+00 2.952754e-01 2.871015e-01 1.731963e-01 2.637090e-01 -3.155647e+01
11_PF34_4 3.082051e+01 1.737861e-01 3.022554e+01 3.160748e+01 3.328160e+01 3.056053e+00 3.437014e+02 5.548431e+02 1.607464e+02 3.330975e+02 5.761591e-01 8.503964e-01 1.698531e-01 4.347551e-01 9.101586e-01 7.403055e-01 1.111374e+01 8.198950e+00 6.983075e+00 6.121632e+00 4.451477e-01 2.204538e+00 1.782362e+01 7.521932e-01 4.308407e+00 3.394985e+00 -2.580924e+00 -6.466763e+00 -8.747229e+00 -2.339720e+00 3.767764e-02 2.167838e+00 1.282073e+00 8.254176e-01 4.587094e+00 1.165997e+00 -1.581943e+00 -9.860626e+00 1.762590e+01 9.678136e-01 5.801103e+02 3.479689e-01 1.301798e+03 1.982483e-01 -7.903268e+01 -1.211570e+00 1.577102e+03 1.737230e-01 1.036276e+03 4.328706e-01 -8.089578e+01 -1.124711e+00 2.709586e+03 1.092902e-01 8.728039e+02 5.672268e-01 -8.728288e+01 -9.811401e-01 -1.167773e+01 -6.721395e-01 2.489965e+01 3.540589e-01 2.336154e-04 1.925431e+02 -2.138801e-02 -8.939779e-01 5.062879e-01 1.900022e+00 2.445893e+01 4.027752e-01 1.936148e+00 8.354128e+00 -5.832675e+00 -3.202038e+00 -1.764599e+01 -1.106619e+00 -1.361545e+01 2.487675e+01 -6.529102e-02 -4.495871e-03 3.416678e-01 1.969735e+00 2.167047e+00 2.770419e-01 3.207788e-01 1.835122e-01 3.097149e-01 -2.781194e+01
12_CF36_1 3.054087e+01 1.953443e-01 2.855046e+01 3.120423e+01 3.470043e+01 6.149967e+00 2.739207e+02 3.601277e+02 1.160088e+02 1.522898e+02 7.442413e-01 6.735134e-01 3.640542e-01 6.251103e-01 1.037400e+00 6.733460e-01 1.273902e+01 1.029116e+01 8.486894e+00 7.453755e+00 4.854293e-01 9.444600e-01 2.062261e+01 6.683580e-01 1.385845e+01 8.419406e-01 2.354006e+00 5.704640e+00 -2.831982e+00 -4.236425e+00 4.215581e-02 2.129928e+00 1.131794e+00 8.015151e-01 5.688964e+00 8.601131e-01 2.954089e+00 3.859165e+00 2.401465e+01 4.772311e-01 5.290608e+02 2.643848e-01 1.284555e+03 1.746420e-01 -6.553161e+01 -1.307427e+00 1.591983e+03 1.732998e-01 1.051825e+03 4.333917e-01 -7.434739e+01 -1.051170e+00 2.628826e+03 9.863168e-02 9.237630e+02 4.769316e-01 -7.824405e+01 -9.641373e-01 -1.705342e+01 -3.835348e-01 2.661716e+01 3.005492e-01 -1.038300e-02 -3.479434e+00 -3.170868e-02 -4.045227e-01 5.543600e-01 8.872263e-01 2.664674e+01 3.508778e-01 1.309034e+01 9.138132e-01 1.475904e+00 9.633968e+00 -5.969301e+00 -1.946662e+00 -1.324521e+01 2.243806e+01 -5.386625e-02 -1.438266e-02 3.209796e-01 2.372527e+00 2.640283e+00 2.577363e-01 2.547110e-01 1.159591e-01 1.564864e-01 -2.815533e+01
12_PF68_1 3.477428e+01 9.794089e-02 3.253443e+01 3.454626e+01 3.725438e+01 4.719948e+00 2.807151e+02 5.725933e+02 5.308093e+01 6.906029e+01 4.465633e-01 7.594840e-01 1.343847e-01 3.704220e-01 6.867427e-01 5.523580e-01 6.258774e+00 3.852144e+00 4.857574e+00 3.326574e+00 1.848495e-01 9.491538e-01 2.141124e+01 6.577282e-01 7.492415e+00 1.538043e+00 1.077689e+01 1.399064e+00 -3.579973e+00 -4.316717e+00 2.268673e-02 1.984967e+00 8.332942e-01 8.618358e-01 9.190200e+00 4.099190e-01 4.571968e+00 2.304851e+00 2.127037e+01 4.791459e-01 5.185216e+02 3.286424e-01 1.269138e+03 1.830599e-01 -7.719662e+01 -1.143955e+00 1.584746e+03 1.650310e-01 9.390952e+02 4.584289e-01 -7.909479e+01 -9.983310e-01 2.643252e+03 9.916739e-02 9.481340e+02 5.210216e-01 -8.195145e+01 -9.366006e-01 -1.711892e+01 -4.156223e-01 2.675455e+01 3.154835e-01 7.599090e-03 4.797161e+00 -2.467590e-02 -5.144584e-01 2.349615e-01 7.784938e-01 2.823216e+01 3.754392e-01 7.995741e+00 1.629305e+00 1.212466e+01 1.414794e+00 -8.467053e+00 -1.852376e+00 -1.384090e+01 2.475520e+01 -5.440355e-02 -4.589226e-03 7.144655e-02 2.441795e+00 1.342139e+00 5.075662e-01 5.481902e-01 2.478049e-01 3.398513e-01 -3.337678e+01
13_CF45_2 3.125009e+01 1.290840e-01 2.991038e+01 3.129618e+01 3.305204e+01 3.141659e+00 2.482328e+02 4.349514e+02 5.866333e+01 8.897111e+01 8.253323e-01 8.000587e-01 2.632445e-01 6.951981e-01 1.214293e+00 9.510480e-01 1.466637e+01 1.551295e+01 9.743270e+00 1.007285e+01 5.452660e-01 1.792277e+00 2.044854e+01 6.461788e-01 1.281719e+01 9.384262e-01 5.658386e+00 2.549933e+00 -1.583087e+00 -7.652906e+00 2.240190e-02 2.445424e+00 9.924885e-01 7.737856e-01 6.994140e+00 5.583076e-01 3.607359e+00 2.439035e+00 2.313066e+01 4.403325e-01 4.843424e+02 3.122001e-01 1.232268e+03 1.789149e-01 -6.173116e+01 -1.405634e+00 1.526052e+03 1.765270e-01 9.433199e+02 4.026989e-01 -7.022151e+01 -1.120818e+00 2.583690e+03 8.996152e-02 8.202689e+02 4.717628e-01 -7.349550e+01 -1.039474e+00 -1.607789e+01 -4.141239e-01 2.503892e+01 3.044463e-01 -7.826490e-04 -4.913117e+01 -2.773124e-02 -5.030356e-01 6.204535e-01 1.431859e+00 2.611262e+01 3.767727e-01 1.250037e+01 1.014329e+00 4.816975e+00 3.335292e+00 -5.222336e+00 -2.165632e+00 -1.317223e+01 2.337685e+01 -5.942405e-02 -6.496034e-03 3.481165e-01 1.622458e+00 1.767218e+00 3.988822e-01 4.379356e-01 1.702120e-01 2.783659e-01 -2.498483e+01
13_PF58_2 3.107455e+01 9.847914e-02 2.951162e+01 3.070889e+01 3.259397e+01 3.082346e+00 1.652635e+02 3.174107e+02 5.798980e+01 1.212439e+02 6.374840e-01 6.195734e-01 2.993593e-01 5.536245e-01 8.792903e-01 5.799310e-01 9.080072e+00 7.470603e+00 5.435706e+00 4.104867e+00 3.932207e-01 9.056734e-01 2.152041e+01 6.317978e-01 8.918738e+00 1.292260e+00 -2.974627e+00 -4.083648e+00 2.503512e+00 3.622772e+00 2.452158e-02 2.082052e+00 1.023871e+00 7.047199e-01 6.620058e+00 5.043529e-01 -1.786391e+00 -4.387991e+00 2.058584e+01 4.120206e-01 5.544772e+02 2.388739e-01 1.300823e+03 1.577582e-01 -6.573392e+01 -1.327108e+00 1.572879e+03 1.385677e-01 1.180056e+03 3.183632e-01 -7.415639e+01 -1.088890e+00 2.597463e+03 1.085730e-01 1.049540e+03 3.910562e-01 -8.011272e+01 -9.569287e-01 -1.658817e+01 -3.563524e-01 2.877303e+01 2.197879e-01 -3.160410e-02 -1.038642e+00 -2.775609e-02 -4.841682e-01 4.511359e-01 8.077156e-01 2.859871e+01 3.034719e-01 8.908937e+00 1.398879e+00 -5.225613e+00 -2.427383e+00 -2.920621e-02 -2.971705e+02 -1.550506e+01 2.630641e+01 -7.919347e-02 -6.241322e-03 2.585117e-01 2.205534e+00 1.651438e+00 4.135246e-01 3.765697e-01 1.889593e-01 2.577281e-01 -3.008184e+01
